,text
867,"In their rancour for SilentStrikeDec10,SAC thugs threatened those stores&amp; shops which took part in strike in TaungDwinGyi not to open for 1week–1month on pretext of COVID-19. Plus, itinerant sellers were BANNED to sell in downtown this morning. #Dec11Coup #WhatsHappeningInMyanmar"
868,"COVID-19 | New infections: 19 018, new fatalities: 20, new vaccinations: 119 106. Total vaccinations: 27 043 034. The death toll is 90 080.

https://t.co/aFfo4mscM4 https://t.co/EhxsXaT2Xm"
869,@BradleyTim @_NicoleNonya I believe that we will see a vaccine resistant covid variant within the next yr or two...get ready for more isolation folks. Too many Americans that refuse to comply with simple vaccination intelligence
870,"Those closest to Boris Johnson laughed as they practiced how to lie to us about a Christmas party. We won’t stand by and watch. This is what we’re doing about it 👇
https://t.co/QxzWUV1fZA https://t.co/Vo5uCwGUWB"
871,Just lost our house. Fuck Covid. Fuck everyone Who has gone along with the shit show.
872,"It's happening.

A court in Belgium ruled that the covid passports were illegal."
873,"Still waiting for an apology from Mark Meadows, Mike Pence, Keith Kellogg &amp; other fmr colleagues from the Trump White House who called me a liar/disgruntled employee for telling Americans the truth about Trump’s recklessness on Covid when it mattered &amp; not saving it for a book."
874,"A month into the return of restrictions in Norway and with 89% of adults fully vaccinated, cases are higher than they’ve ever been in Sweden

Looking forward to hearing in the media what a disastrous COVID failure Norway’s become https://t.co/LvQsvxm9Eb"
875,"I’m not afraid of the flu (Covid) 
…I am afraid of governments creating flu’s in a lab’s and releasing them on the world and NO ONE being held accountable."
876,"OVER 10,000 DOWNLOADS.
I wrote this book to save lives. I think I may have helped. Download your FREE copy today. Get ready for the 2nd wave of the Coronavirus. #Covid_19 IS NOT GOING AWAY ANYTIME SOON BUT IT WILL BE WORSE THE 2ND TIME. https://t.co/lZf2OzeUQh https://t.co/uCT7GCnjYt"
877,"Psaki defends Biden's Covid Restrictions... as kids freeze to eat lunch

Parents like having their little ones shiver outside in freezing temperatures to uphold Covid standards, according to WH spox Jen Psaki... ""It's no big deal,"" for her 3-year-old. https://t.co/uqw3zMwIGp"
878,"[News Update]

Brunei will proceed to further de-escalate COVID-19 restrictions as it enters the Endemic Phase under the National COVID-19 Recovery Framework starting from 15 Dec 2021 - His Majesty. #borneobulletin"
879,"@janelouise99 Hi Jane, 

We’re here to support the NHS COVID-19 app, which is used for contact tracing and is one of the fastest and simplest ways to know if you have been exposed to Covid-19. (1/2)"
880,"Ontario is reporting 1,607 new cases of covid today. For comparison last Saturday 1,053 cases were reported. 1,848 cases were reported on December 11,2020. Sadly 5 more deaths were reported."
881,"SHOCKING: Crisis actor admits playing the part of a patient struggling with COVID-19.

She shows her contract detailing her role, which details she has to pretend she is short of breath. https://t.co/wmUjeqLaq3"
882,"@cktwitta @AlexTaylorNews ""The real dive started in 2018 when Brexit started""

The chart clearly shows an increase in 2018 and 2019 it doesn't drop until covid 2020"
883,"@foomper @rachsyme Countries with effective responses required those people who suspected covid to self-isolate. Not ""go to a public place with lots of other people""."
884,"https://t.co/nOtjJofvB6
Summa fires 7 workers who refuse COVID-19 vaccine. CEO says mandate 'right thing to do'"
885,"👏@EU_Health has approved an agreement pursuant to which the French @valnevaSE would supply up to 60 million doses of #VLA2001, its inactivated #COVID19 vaccine candidate, over two years including approximately 27 M doses in 2022. 

👉https://t.co/OC1goTYpn2 #FrenchHealthcare https://t.co/mdLfADfdiP"
886,"In a new interview, former New Jersey Governor Chris Christie says it is 'undeniable' he contracted Covid from former President Trump last year. https://t.co/NT253L06qt"
887,I made and stuffed over 50 stockings for students and now they may not get them because I am not the only one with Covid but the entire school has at least one student with Covid so the entire school is under quarantine at the moment.  Keeping kids home 4 days is not the answer https://t.co/LKajq1LLJD
888,"Florida has a 2.3% COVID positivity rate with no mask or vaccine mandates. We live life, we congregate, and we trust our immune systems. And it works."
889,"Worth remembering that at almost every single stage of the Covid crisis the modelling of the virus's growth has been wrong. Not just marginally wrong, but so spectacularly wrong as to have minimal practical utility for policy making."
890,I bet as many people or more died in my area from this as from covid during the entire pandemic. https://t.co/OzvOmFB7Nx
891,"""forced into reimposing Covid restrictions""

Who by? The WHO? Sage? ""Professor"" Ferguson?

""Who governs Britain?"" Heath once asked https://t.co/3EAFqU7k0s"
892,"Chris Christie says it is Undeniable that Trump gave him Covid. 
Hmmm 🤔 
Who gave him the Chocolate Cake ? 
Looks like it was Delicious 🤤"
893,"Still waiting for an apology from Mark Meadows, Mike Pence, Keith Kellogg &amp; other fmr colleagues from the Trump White House who called me a liar/disgruntled employee for telling Americans the truth about Trump’s recklessness on Covid when it mattered &amp; not saving it for a book."
894,"@dee_zebby @BreesAnna Keeping people safe must not be about one disease. 
At the moment, it's about a disease that most of us will get and survive.
If keeping people safe is the priority, we would focus on diseases that are more deadly and damaging than Covid."
895,"First, they said💉💉would be “effective”

Now, they say💉💉may NOT be enough

Now, they say💉💉💉are “needed”

Now, they’re saying💉💉💉💉could be “needed”

🤡🤡 will say anything 

CON JOB continues

WAKE UP everyone

Time to end the madness

I WILL
https://t.co/KoFgUO1NBA"
896,"@Spacema80683078 I survived, and so did my whole family after we all got Covid back in December of 2020. It’s called natural immunity and all these deniers out there can get bent and get their 10 boosters which will FUBAR their immune system for life."
897,"It’s time to “stop calling this a pandemic of the unvaccinated,” @DrDebFurrHolden, an epidemiologist who thinks she contracted covid at “super-responsible” wedding, tells @juliejohnson. “We’re seeing more and more breakthrough cases in the vaccinated.”

https://t.co/aqnhCw4onB"
898,"@OdysseusCA @RWTaylors Don’t compare apples and oranges, when talking about the HOAX of Covid. If that is your opinion great everyone has an asshole too😎🇺🇸"
899,"""New York imposes indoor mask mandate as Covid cases surge""  https://t.co/i75BSo5QfU"
900,Half the people I encounter are living like Covid doesn’t exist. The other half is perpetually practicing risk mitigation like it’s their job. The cognitive dissonance is wild. Wild.
901,"@MoshabelaMosa My partner delayed on the J&amp;J booster as was hoping for Phizer. He got J&amp;J when we started to see exponential growth in infections. 

Sadly he probably caught covid on call the night before the booster. 

He was quite sick for our age group.

We don't have the luxury of time."
902,"It’s a very good question. ANS: 
My cable network news interviews: $0
My podcast interviews: $0
My writings: $0
Our Covid vaccine: $0
My grand rounds honoraria: about $800-$900
I’ve profited about $800-900, less than $1,000 one thousand https://t.co/uexCB0KOjh"
903,"Two boys died after catching Covid within a week at the SAME school: Pupil, 14, was killed by a stroke caused by coronavirus and 15-year-old died days later - after their jabs were delayed 
via https://t.co/jGCUcbYEY7 ⁦@i_asyaaaaa⁩  https://t.co/dJIOe5qN3K"
904,@Amy52690781 @ScottAdamsSays Do you remember when they told everyone if you got the vaccine you wouldn’t catch or transmit covid?? Lol. Why trust them now ?
905,"Mental health has become its own pandemic during Covid, with soaring rates of anxiety, depression and burnout. Psychologists say both resilience and the ability to grow from adversity can be cultivated. Here are four ways to get started. https://t.co/0e6BF03HkF"
906,"@aetiology I recently broke my right foot, had to get help in the ER, the nurses refused to put me in the ER to keep me safe they put in a room far away from Covid positive patients. I was well protected and I appreciated their efforts to keep me alive and safe."
907,"In their rancour for SilentStrikeDec10,SAC thugs threatened those stores&amp; shops which took part in strike in TaungDwinGyi not to open for 1week–1month on pretext of COVID-19. Plus, itinerant sellers were BANNED to sell in downtown this morning. #Dec11Coup #WhatsHappeningInMyanmar https://t.co/sLS1rqsUrq"
908,My brother’s triple-jabbed - the third one was Pfizer 3-4 wks ago. He’s just got covid &amp; feels ‘rough’ &amp; is isolating. Had a Xmas meal out with a load of mates last Friday - all of them vaccinated - 17 out of 21 of them have now tested positive.
909,"https://t.co/lxjf6Pm3tl
[Moving #RightAlong...🇺🇸😀👍]"
910,"Morbidly obese 72 year old @afneil reckons I should be banned from public life as punishment for declining my Covid jabs — he acknowledges they don’t stop transmission but argues that people like me (31, no health conditions, BMI 18, Covid recovered) put strain on the NHS. Lol. https://t.co/NJxD0cKftS"
911,Matthew Heineman's COVID documentary 'The First Wave' is now on Hulu. Read @jaredmobarak's review: https://t.co/J3EzAKOAnN https://t.co/3iqc8nKlT8
912,Pure nonsense. Omicron is a cold. The NHS is a mess &amp; has been for decades! You have had plenty of time to fix it. https://t.co/8Vx28BC3Qv
913,"In life one has to be fair and objective. During the current Government’s term in office, @FabianPicardo has dealt with two of the greatest challenges we have ever faced (&amp; at the same time) - Brexit/Covid. It is not something that can be ignored if an election were called today."
914,@JoeandLeah @TheNickFoy Covid is nonsense.This is by design.
915,"OLMECA NATIONAL TEQUILA DAY is back with the BANG!!🔥🔥

We call on you to join us on the 15th of this month. Let’s have a safe party at home and follow Covid-19 protocols🤗 https://t.co/fr6AIYcEYY

@OlmecaTequilaSA 
#OlmecaNationalTequilaDay #ShotCutToSummer #ad https://t.co/BjMo1nYfkJ"
