Unnamed: 0,text,tweets
998,@timcolbourn I was in a room prior to 1st wave where 2 people including person adjacent got covid. I had a heavier than normal cold a week or so later but that was pre high level testing and advice was isolate 14 days which I did. Now vaxxed but had Covid in the house twice. Not a sniffle.,prior 1st wave 2 people including person adjacent heavier normal cold week level testing advice isolate 14 days house twice sniffle
999,"The commentariat are writing fanfiction about Jerombly Crombyn bungling COVID despite multitudes of evidence to the contrary, while in reality Starmer's Labour have proved themselves as lethargic, uninterested, and unambitious as the government.

These people are killing us. https://t.co/L3vSruc1Xo",writing bungling despite multitudes evidence contrary reality labour proved lethargic uninterested unambitious government people killing
1001,"Covid-19: Sussex Police officers disciplined after lockdown party - https://t.co/OlEjY30vdl{ 
Police attended the banned gathering in May 2021 and found off-duty officers present.

Read more BBC News",sussex police officers disciplined lockdown party police attended banned gathering found officers read news
1007,@ErlendPalm @afneil Oh sod off! of course the hospitals are full of covid patients 🤦‍♂️,oh sod course hospitals patients
1008,@steve_boots Great work! Education cuts were bad enough pre covid but funding should have been increased because of what kids went through during covid. I’m so grateful my kids are done with school and not receiving this poorly funded education. This is damaging an entire generation.,education cuts bad funding increased kids grateful kids school receiving poorly funded education damaging entire generation
1009,BBC Scotland is deliberately trying to create confusion than safety around covid. This is dangerous and accountability needs to be taken at senior level. #BBCDanger,scotland deliberately trying create confusion safety dangerous accountability senior level
1012,"Cases: 269,403,050 (+17,719) 
Deaths: 5,299,535 (+0) 
Recovered: 0 (+0) 
Active Cases: 269,403,050 (100%)
Completed Cases: 5,299,535 (1.97%)
Mortality Rate: 1.97% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",deaths recovered 0 active 100 completed mortality rate change fatality rate change
1014,We cannot restrict Covid out of existence. We are living in with Covid every day. We come in contact with it repeatedly. It is not rare. It's time for the officials to recognize that and lift the restrictions.,restrict existence living day contact repeatedly rare time officials recognize lift restrictions
1015,"If you've had a busy, tough week don't click on that link about covid and read this wonderful story instead 
https://t.co/0zx76vPv43",busy tough week click link read wonderful story instead
1017,"No virus isolation but… they can test for it 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️  
Can’t tell between the difference of covid and covid α, δ, ε, μ and ο … but somehow they magically know how many are infected with variants.

Don’t forget… 
This all stops when you say NO.",virus isolation test ca tell difference somehow magically infected variants forget stops
1018,"The people crusading for Peng have a similar mindset to those pursuing covid attacks. No matter what China does, they will dismiss all new developments are fake or staged, even to the point it becomes utterly unreasonable.",people crusading similar mindset pursuing attacks matter china dismiss developments fake staged utterly unreasonable
1019,"Still not 100% true. Not all Covid patients die, the recovery rate is 98%

Now I'm not saying the vax won't help but natural medicine does wonders and has helped many from needing medical care. https://t.co/Kf8zVosvef",100 true patients die recovery rate 98 saying help natural medicine wonders helped medical care
1020,"A live, online panel featuring four McMaster academics will look at vaccine hesitancy, explore where it comes from and discuss ways to address it during the ongoing COVID-19 pandemic. https://t.co/ylL0bULSEF | @ConversationCA @MacGlobalNexus",live online panel featuring mcmaster academics look vaccine hesitancy explore comes discuss address ongoing pandemic
1022,My wife is triple vaccinated. Has only had 3 days off sick the entire time I’ve known her. Motivated beyond belief. Covid has kept her on the sofa for almost a week and she still has no energy. Covid is no joke! Stay safe and mitigate.,wife triple vaccinated 3 days sick entire time motivated beyond belief kept sofa week energy joke stay safe mitigate
1025,"Because of enormous capacities of the U.S. state, its failure to protect vulnerable populations from unnecessary deaths from covid - for ideological reasons (commitment to private sector) represents a gross violation of human rights that rises to level of crimes against humanity",enormous capacities failure protect vulnerable populations unnecessary deaths ideological reasons commitment private sector represents gross violation human rights rises level crimes humanity
1026,"Last month @nicolasturgeon was happy to give covid exemptions to everyone attending #COP26 so she could bathe in selfie limelight, yesterday she cancelled Christmas for hospitality businesses without compensation while putting aside £350m for #indyref2. She’s lost the plot.",month happy exemptions attending bathe limelight yesterday cancelled christmas hospitality businesses compensation putting aside lost plot
1027,@joesonka He gave the press conference at 5 a.m. Between this storm and the covid-19 daily updates he's doing a damn fine job.,press conference 5 storm daily updates doing damn fine job
1028,"Betcha Didn't know that our Specialized Services provides holistic case management to clients at or below 200% of the Federal   Poverty Level and impacted by COVID-19. 
https://t.co/U3BhKWyr8J https://t.co/bPDC7dI7ib",specialized services provides holistic management clients below 200 federal poverty level impacted
1029,"Hundreds of people are fired, online learning set to return amid vaccine resistance at nation’s second-largest school district https://t.co/JsJMijkJmI",hundreds people fired online learning set return vaccine resistance school district
1030,"Fuck you, COVID.",fuck
1031,"One of the most alienating aspects of people declaring that we, as a society, are ""post-COVID"" is the sheer absence of space for grief. Profound grief.",alienating aspects people declaring society sheer absence space grief profound grief
1032,@instawork A venue in DC that Instawork does business with has several positive Covid-19 cases as of yesterday. Instaworkers need to know and to protect themselves.,venue dc business positive yesterday protect
1034,Exclusive: Republicans say WHO pandered to China by skipping ‘xi’ in COVID names - https://t.co/YDXOtv0pY8 - @washtimes,exclusive republicans pandered china skipping xi names
1035,"Fab to see at least one British girl (5-11) get her Covid vaccine ❤️ Shame it was necessary for her to travel to the US tho 🇺🇸 Might do the same with our kids if we don’t get some transparency soon about plans for UK 5-11 rollout… CC: @sajidjavid, @CMO_England, @uksciencechief https://t.co/uYmtxNonXe",fab british girl vaccine shame travel tho kids transparency soon plans uk cc
1036,"@LBC @MaajidNawaz Doctors for Covid Ethics: An Interdisciplinary Symposium II - Sounding the Call  
https://t.co/Yy626pn6o8",doctors ethics interdisciplinary symposium ii sounding call
1038,I have seen the SantaCon hoards on the subway…COVID is never going to end.,seen hoards subway
1039,"//REPLY TO THE PRESIDENT OF THE COMMISSION URSULA VON DER LEYEN

Why Covid vaccines cannot and must not be mandatory. https://t.co/bHueBX63bD",reply president commission der vaccines mandatory
1041,@xrpelite13 @PaansThomas I've seen it. I saw the original document from the European Central Bank. The roll out was delayed by a year due to Covid,seen original document european central bank roll delayed due
1043,"Booster doses should be given after nine months of full vaccination, the ICMR informed a Parliamentary committee.

https://t.co/SKuLycnDH1",booster doses nine months vaccination informed parliamentary committee
1045,"ONTARIO, Of the new cases confirmed today, 613 involve those who are unvaccinated, 26 involve individuals who are partially immunized, 718 are in people who have received at least two doses of a COVID-19 vaccine, and 96 involve those with unknown vaccination status.

Interesting?",ontario confirmed involve unvaccinated 26 involve individuals partially immunized people received doses vaccine 96 involve unknown vaccination status
