text,Topic,Sentiment,tweets
"Fab to see at least one British girl (5-11) get her Covid vaccine ❤️ Shame it was necessary for her to travel to the US tho 🇺🇸 Might do the same with our kids if we don’t get some transparency soon about plans for UK 5-11 rollout… CC: @sajidjavid, @CMO_England, @uksciencechief https://t.co/uYmtxNonXe",p,3,fab british girl vaccine shame travel tho kids transparency soon plans uk cc
"@LBC @MaajidNawaz Doctors for Covid Ethics: An Interdisciplinary Symposium II - Sounding the Call  
https://t.co/Yy626pn6o8",p,3,doctors ethics interdisciplinary symposium ii sounding call
I have seen the SantaCon hoards on the subway…COVID is never going to end.,l,2,seen hoards subway
"//REPLY TO THE PRESIDENT OF THE COMMISSION URSULA VON DER LEYEN

Why Covid vaccines cannot and must not be mandatory. https://t.co/bHueBX63bD",p,3,reply president commission der vaccines mandatory
@xrpelite13 @PaansThomas I've seen it. I saw the original document from the European Central Bank. The roll out was delayed by a year due to Covid,p,3,seen original document european central bank roll delayed due
"Booster doses should be given after nine months of full vaccination, the ICMR informed a Parliamentary committee.

https://t.co/SKuLycnDH1",v,3,booster doses nine months vaccination informed parliamentary committee
"ONTARIO, Of the new cases confirmed today, 613 involve those who are unvaccinated, 26 involve individuals who are partially immunized, 718 are in people who have received at least two doses of a COVID-19 vaccine, and 96 involve those with unknown vaccination status.

Interesting?",c,3,ontario confirmed involve unvaccinated 26 involve individuals partially immunized people received doses vaccine 96 involve unknown vaccination status
"BREAKING: Josh Bellamy, a former NFL player, is sentenced to over 3 years in prison for $1.2M in COVID-19 Relief Fraud to buy jewelry and stay at a hotel-casino.",o,2,breaking josh former player sentenced 3 prison relief fraud buy jewelry stay hotel-casino
Only people with the COVID bs shot are the ones getting COVID now lol if u never got the shot u won’t have to worry natural immunity is the best,c,1,people bs shot ones getting shot worry natural immunity
@v8jhd @tfwrail But they are building a new train mate give them a break. Covid and that,p,2,building train mate break
"Covid is unforgiving. Spiteful. Destructive. And deadly. 

The time you think you have to get vaccinated and boosted may not come. 

Do it now, today. Please do not wait.",v,2,unforgiving spiteful destructive deadly time vaccinated boosted please wait
"Masks will be required in all indoor public spaces in New York State that do not require proof of Covid vaccination for entry, Gov. Kathy Hochul announced. The new requirement, which takes effect on Monday, comes amid a spike in cases. https://t.co/B2KA74M6w5",l,2,masks required indoor public spaces york require proof vaccination entry announced requirement takes effect monday comes spike
"The Mirror: Scientists warn 75,000 Brits may die of Covid in grim forecast for next 5 months.
https://t.co/rXmCi7CwFb
So what R these Scientists actually saying that + two vaccinations &amp; + booster's won't work. Neither will wearing a mask.  Needs careful thinking

via @GoogleNews",c,2,mirror scientists warn brits die grim forecast 5 months scientists actually saying vaccinations amp booster neither wearing mask careful thinking
"""It will no longer investigate COVID cases, contact-trace, issue directives for exposed residents to quarantine themselves or make public announcements of case numbers and deaths."" The health dept pointed residents to CDC and their personal doctors for directions on what to do.",c,2,investigate issue directives exposed residents quarantine public announcements deaths health residents cdc personal doctors directions
"COVID-19 doesn’t occur in nature. If it did, it wouldn’t appear for another 800 years. How did a SARS virus evolve so quickly?",c,2,occur nature appear sars virus evolve quickly
@asburylanes so for tonight’s wonder years so to prove I Am Covid free do I bring a test and take it at the door?,l,3,tonight wonder prove am free bring test door
"@charlesornstein Meanwhile, in Michigan: https://t.co/08GQAPhcRQ",o,3,meanwhile michigan
"Top product forecasts for 2022 https://t.co/zKzkdaOzR2  - a new article @ByLisaU @EvaluatePharma summarizing the expected market-leading products next year, including two COVID-19 mRNA vaccines https://t.co/MDYz4LvlEf",v,3,top product forecasts article summarizing expected products including mrna vaccines
"Michael Portillo former Tory MP and famous seat loser says the UK's covid policy is better than New Zealand's.

UK's Covid Deaths: 200,000+
NZ: 44

UK's Covid Infection Amount: 11,000,000+
NZ: 12,000",p,2,michael former tory mp famous seat loser uk policy zealand uk deaths 44 uk infection amount
"Main problem for the Conservative party is the vision their members have (low-tax, high growth, low-covid-restriction, anti-Europe) is at odds with various realities, but the current PM and supporters promised it, as probably would a successor. https://t.co/iy7NRidAMC",p,2,main conservative party vision growth restriction odds various realities current pm supporters promised probably successor
@DudleyGroupCEO @DudleyGroupNHS Hi Diane. 😊 Thanks for your prompt reply. Can you tell me of that number how many or the percentage of employees at RH that have not been vaccinateed?  And do you plan to sack these NHS employees if they refuse the covid vaccine?,l,3,hi thanks prompt reply tell percentage employees rh vaccinateed plan sack nhs employees refuse vaccine
"Impo decision of CM Sh. Ashok Gehlot :

State employees &amp; pensioners undergoing treatment for #COVID in non-approved hospitals will be able to recharge medical expenses. 

Employee pensioners getting treatment in non-approved hospitals on or before June 2021 will get its benefit. https://t.co/Ffz7HVC75P",p,1,decision cm employees amp pensioners undergoing treatment hospitals able recharge medical expenses employee pensioners getting treatment hospitals june benefit
"“COVID-19: stigmatising the unvaccinated is not justified - The Lancet. “Not just aimed at Andrew Neil, Jeremy Vile and all the other raft of pundits destined for #Nuremberg2 but to all those who harbour such poisonous opinions on their ‘secret heart’... https://t.co/NlC0YdPomw",p,3,stigmatising unvaccinated justified lancet aimed andrew vile raft pundits destined harbour poisonous opinions secret heart
"Covid strategies based on ""stopping transmission"" are useless and destructive. ""Slowing the spread"" is rarely effective too. The goal should be to prepare communities for the inevitable arrival of the virus and to prevent severity. That means increasing population immunity.",p,2,strategies based stopping transmission useless destructive slowing spread rarely effective goal prepare communities inevitable arrival virus prevent severity means increasing population immunity
@robotforaday Also covid negatively impacts fertility. So really. No one wants it.,h,2,negatively impacts fertility
Yeah Spurs were really clever here when they -checks notes- caught covid. https://t.co/7uYLHIOpRj,o,1,yeah spurs clever checks notes caught
(VIDEO) 11 Australian Nurses Blow The Whistle On COVID Vaccine Side Effects: “We Were Told Not To Talk About What We Had Seen” : The COVID World https://t.co/KZz6q2COZu,v,2,video 11 australian nurses blow whistle vaccine effects told talk seen world
Covid supports her choice. https://t.co/3CO5JVIkVN,l,2,supports choice
"Pfizer Finally Admits ‘Large Increase’ in COVID Jab Side Effects

If you find these findings compelling, then do apply the same investigation and actions described here to your own local government and state public health agency...
 https://t.co/t8MBAcZ0YQ via @21stCenturyWire https://t.co/AxtXS7uJPZ",v,2,finally admits increase jab effects findings compelling apply investigation actions described own local government public health agency
@BrrrLaStrange @MDHealthDept I had the same experience while I was in Annapolis and in DC too. Most people are behaving as if the pandemic is over or they’re somehow immune to Covid.,l,1,experience annapolis dc people behaving pandemic somehow immune
"I can think of about a billion times the western press has been disingenuous and exploitative about Chinese issues: HK, COVID, Xinjiang. Tons of hyperbolic nonsense in many areas of discussion, which is a shame because…",p,2,billion times western press disingenuous exploitative chinese issues xinjiang tons hyperbolic nonsense discussion shame
